lemma_id,baseline_status,strict_status,fast_status,synergy_status,baseline_runtime,strict_runtime,fast_runtime,synergy_runtime,baseline_urc,strict_urc,fast_urc,synergy_urc,category,in_frag_baseline,in_frag_strict,in_frag_fast,in_frag_synergy,ast_depth,binder_count,complexity_band,raw_ast,baseline_final_ast,strict_final_ast,fast_final_ast,synergy_final_ast,baseline_error,strict_error,fast_error,synergy_error
CompCert:Bounds:max_over_instrs_bound,Failed,Failed,Failed,Failed,150.21,111.7,86.1,76.83,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List. Import ListNotations.

Lemma in_step_instruction : forall (f : list instruction) (valu : instruction -> Z) (i : instruction), In i f -> In i f.
Proof. auto. Qed.",,,,,,,,
CompCert:Bounds:max_over_slots_of_funct_bound,Failed,Failed,Failed,Failed,146.28,119.79,77.87,76.23,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List.
Lemma max_over_slots_instr_bound : forall (A : Type) (valu : A -> Z) (i : A) (l : list A), In i l -> valu i <= max_list_with (fun x => valu x) l.
Proof.
  intros A valu i l H.
  unfold max_list_with.
  induction l; simpl in *.
  - contradiction.
  - destruct H.
    + subst.
      apply Z.le_max_l.
    + apply Z.le_trans with (max_list_with (fun x => valu x) l).
      * apply IHl, H.
      * apply Z.le_max_r.
Qed.",,,,,,,,
CompCert:Bounds:local_slot_bound,Failed,Failed,Failed,Failed,142.72,107.67,76.89,76.33,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List.
Lemma local_slot_bound : forall (f : function) (function_bounds : bounds) (i : instruction) (ofs : nat) (ty : type),
  In i (fn_code f) -> In (Local, ofs, ty) (slots_of_instr i) -> ofs + typesize ty <= bound_local function_bounds.
Proof.
  intros f function_bounds i ofs ty H1 H2.
  unfold bound_local.
  change (ofs + typesize ty) with (local_slot (Local, ofs, ty)).
  eapply max_over_slots_of_funct_bound.
  eauto.
Qed.",,,,,,,,
CompCert:Bounds:outgoing_slot_bound,Failed,Failed,Failed,Failed,141.08,114.13,76.38,76.76,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List.

Lemma outgoing_slot_bound_generalized : forall (A : Type) (f : A) (fn_code : A -> list nat) (slots_of_instr : nat -> list (nat * nat * nat)) (bound_outgoing : A -> nat) (typesize : nat -> nat) (function_bounds : A),
  (forall i ofs ty, In i (fn_code f) -> In (Outgoing, ofs, ty) (slots_of_instr i) -> ofs + typesize ty <= bound_outgoing function_bounds).
Proof.
  intros A f fn_code slots_of_instr bound_outgoing typesize function_bounds i ofs ty H1 H2.
  change (ofs ",,,,,,,,
CompCert:Bounds:size_arguments_bound,Failed,Abstained,Failed,Failed,152.66,0.28,76.43,76.63,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List.
Lemma in_lcall_f : forall (sig ros : nat) (f : list nat), In (Lcall sig ros) f -> True.
Proof.
  intros sig ros f H.
  change (size_arguments sig) with (outgoing_space sig).
  unfold outgoing_space.
  apply in_map with (f := fun x => Lcall x ros) in H.
  apply H.
Qed.",,,,,,,,
CompCert:Bounds:mreg_is_within_bounds,Verified,Verified,Failed,Failed,164.79,127.11,76.4,76.66,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List.
Lemma element_in_map_property : forall (A B : Type) (f : A -> B) (l : list A) (i : A), In i l -> In (f i) (map f l).
Proof.
  intros A B f l i H.
  induction l as [|x l' IH].
  - inversion H.
  - simpl. destruct H as [H|H].
    + left. rewrite H. reflexivity.
    + right. apply IH. assumption.
Qed.",,,,,,,,
CompCert:Bounds:slot_is_within_bounds,Failed,Failed,Failed,Failed,119.46,218.02,181.49,158.31,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List.
Lemma slot_bound : forall (i : nat) (f : list nat), In i f -> i < length f.
Proof.
  intros i f H.
  unfold In in H.
  destruct H as [H|H].
  - eapply Nat.lt_add_pos_r.
    eauto.
  - eapply Nat.lt_le_trans.
    eauto.
    eauto.
Qed.",,,,,,,,
CompCert:Bounds:slots_of_locs_charact,Failed,Failed,Failed,Failed,117.32,100.2,123.47,77.24,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List. Import ListNotations.

Lemma slots_of_locs_spec : forall (sl ofs ty : nat) (l : list (nat * nat * nat)),
  In (sl, ofs, ty) (slots_of_locs l) <-> In (sl, ofs, ty) l.
Proof.
  induction l as [|[[sl' ofs'] ty'] l IH]; simpl; intros.
  - intuition.
  - destruct (slots_of_locs l) eqn:H; simpl; intuition congruence.
Qed.",,,,,,,,
CompCert:Bounds:instr_is_within_bounds,Verified,Verified,Failed,Failed,204.96,111.02,104.72,76.47,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List.
Lemma bounds_check : forall (A B : Type) (f : list (A * B)) (i : A * B), In i f -> (forall x : A * B, In x f -> fst x = fst i \/ snd x = snd i) -> True.
Proof.
  intros A B f i H H0.
  destruct i as [a b].
  generalize (H0 (a, b) H).
  simpl.
  auto.
Qed.",,,,,,,,
CompCert:Bounds:function_is_within_bounds,Verified,Verified,Failed,Failed,85.23,57.47,44.76,37.42,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma function_within_bounds : forall (f : nat -> nat) (function_bounds : nat -> Prop), (forall x, function_bounds (f x)) -> forall x, function_bounds (f x).
Proof.
  intros f function_bounds H x.
  apply H.
Qed.",,,,,,,,
CompCert:Bounds:size_callee_save_area_rec_incr,Failed,Failed,Failed,Failed,414.63,276.32,212.26,192.49,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.ZArith.ZArith.
Require Import Coq.micromega.Lia.

Lemma size_callee_save_area_rec_monotonic : forall (l : list mreg) (ofs : Z),
  ofs <= size_callee_save_area_rec l ofs.
Proof.
  induction l as [| r l IHl]; intros ofs; simpl.
  - lia.
  - generalize (typesize_pos (mreg_type r)); intros.
    eapply Z.le_trans; [| apply IHl].
    lia.
Qed.",,,,,,,,
CompCert:Bounds:size_callee_save_area_incr,Failed,Failed,Failed,Failed,72.42,51.29,39.77,37.96,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma size_callee_save_area_bound : forall (b : nat) (ofs : nat), ofs <= size_callee_save_area b ofs.
Proof. apply size_callee_save_area_incr. Qed.",,,,,,,,
CompCert:Renumberproof:transf_program_match,Failed,Failed,Failed,Failed,65.96,50.86,39.01,37.7,0,0,0,0,Inductive,False,False,False,False,0,0,shallow,"Require Import Coq.Program.Basics.

Lemma transf_program_match : forall (A : Type) (p : A), match_prog p (transf_program p).
Proof.
  intros p. eapply match_transform_program. eauto.
Qed.",,,,,,,,
CompCert:Renumberproof:functions_translated,Failed,Failed,Failed,Failed,79.47,54.65,39.53,37.15,0,0,0,0,Misc,False,False,False,False,0,0,shallow,"```coq
Require Import Coq.Program.Basics.
Require Import compcert.common.Globalenvs.

Lemma function_ptr_translated : forall (ge tge: Genv.t fundef unit) (v: block) (f: fundef) (transf_fundef: fundef -> fundef),
  Genv.find_funct_ptr ge v = Some f ->
  Genv.find_funct_ptr tge v = Some (transf_fundef f).
Proof.
  intros ge tge v f transf_fundef H.
  apply H.
Qed.
```.
Qed.",,,,,,,,
CompCert:Renumberproof:function_ptr_translated,Failed,Failed,Failed,Failed,85.23,57.58,39.17,37.31,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma symbols_preserved : forall (id : ident), Genv.find_symbol tge id = Genv.find_symbol ge id.
Proof. exact symbols_preserved. Qed.",,,,,,,,
CompCert:Renumberproof:symbols_preserved,Failed,Failed,Failed,Failed,73.99,59.48,38.41,37.85,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma sig_preserved : forall (A : Type) (f : A), funsig (transf_fundef f) = funsig f.
Proof. destruct f; reflexivity. Qed.",,,,,,,,
CompCert:Renumberproof:senv_preserved,Failed,Failed,Failed,Failed,85.19,62.52,38.78,37.62,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma sig_preserved : forall (A : Type) (f : A), funsig (transf_fundef f) = funsig f.
Proof. destruct f; reflexivity. Qed.",,,,,,,,
CompCert:Renumberproof:sig_preserved,Failed,Failed,Failed,Failed,155.9,129.95,79.67,77.33,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List. Import ListNotations.

Lemma funsig_transf_preserved : forall (f : fundef), funsig (transf_fundef f) = funsig f.
Proof.
  destruct f; reflexivity.
Qed.",,,,,,,,
CompCert:Renumberproof:find_function_translated,Failed,Failed,Failed,Failed,149.52,103.62,82.98,80.29,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List.

Lemma find_function_translated : forall (ge tge : Type) (find_function : forall (ge : Type) (ros : Type) (rs : Type), option Type) (transf_fundef : Type -> Type) (ros rs fd : Type),
  find_function ge ros rs = Some fd -> find_function tge ros rs = Some (transf_fundef fd).
Proof.
  intros ge tge find_function transf_fundef ros rs fd H.
  destruct ros.
  - eapply functions_translated; eauto.
  - destruct (find_symbol ge i) eqn:?; try congruence.
    eapply function_",,,,,,,,
CompCert:Renumberproof:renum_cfg_nodes,Failed,Failed,Failed,Failed,135.76,97.07,97.92,78.4,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List.
Lemma renum_cfg_correct : forall (A B : Type) (f : A -> option B) (c : A -> option (list (A * nat))) (x : A) (y : B) (i : list (A * nat)), c x = Some i -> f x = Some y -> (fun (a : A) => match f a with Some b => match c a with Some l => Some (map (fun p => match f (fst p) with Some b' => (b', snd p) | None => (b, snd p) end) l) | None => None end | None => None end) y = Some (map (fun p => match f (fst p) with Some b' => (b', snd p) | None => (y, snd p) end) i).
Pr",,,,,,,,
CompCert:Renumberproof:transf_function_at,Verified,Verified,Failed,Failed,156.1,117.34,82.69,77.2,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List.
Lemma renum_cfg_entrypoint : forall (A B : Type) (f : A -> B) (pc : A) (pnum : A -> nat) (fn_entrypoint : A) (renum_cfg_nodes : forall (x : A), pnum x < pnum (fn_entrypoint) \/ pnum (fn_entrypoint) <= pnum x),
  (forall x : A, pnum x < pnum (fn_entrypoint) -> exists y : B, True) /\ (forall x : A, pnum (fn_entrypoint) <= pnum x -> exists y : B, True) -> 
  exists y : B, True.
Proof.
  intros A B f pc pnum fn_entrypoint renum_cfg_nodes [H1 H2].
  destruct (renum_cfg_",,,,,,,,
CompCert:Renumberproof:reach_succ,Verified,Verified,Failed,Failed,149.21,118.04,84.81,77.29,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List. Import ListNotations.

Lemma step_construction : forall (A B : Type) (f : A -> B) (pc : A) (i : nat) (s : list A),
  (exists x, In x s /\ f x = f pc) -> exists (l : list B), map f s = l.
Proof.
  intros A B f pc i s H.
  destruct H as [x [Hin Heq]].
  exists (map f s).
  reflexivity.
Qed.",,,,,,,,
CompCert:Renumberproof:step_simulation,Failed,Failed,Failed,Failed,135.83,111.59,79.49,76.88,0,0,0,0,Arithmetic,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List.
Lemma exec_inop_step : forall (S1 S2 : Type) (t : nat) (RTL : S1 -> S2 -> Prop), (forall (s1 : S1) (s2 : S2), RTL s1 s2) -> RTL S1 S2.
Proof. auto. Qed.",,,,,,,,
CompCert:Renumberproof:transf_initial_states,Failed,Failed,Failed,Failed,157.79,121.14,78.8,76.95,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List.
Lemma mem_transf_constructor : forall (A B : Type) (f : A -> B) (l : list A) (P : list B -> Prop),
  P (map f l) -> exists (g : A -> A) (l' : list A), P (map f (map g l')) /\ map f (map g l') = map f l.
Proof.
  intros A B f l P H.
  exists (fun x => x), l.
  split; [assumption|].
  rewrite map_id.
  reflexivity.
Qed.",,,,,,,,
CompCert:Renumberproof:transf_final_states,Failed,Failed,Failed,Failed,130.32,112.34,78.28,77.39,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List.
Lemma transf_final_states : forall (S1 S2 : Type) (r : nat), match_states S1 S2 -> RTL.final_state S1 r -> RTL.final_state S2 r.
Proof.
  intros S1 S2 r H H0.
  inv H0.
  inv H.
  inv STACKS.
  constructor.
Qed.",,,,,,,,
CompCert:Renumberproof:transf_program_correct,Failed,Failed,Failed,Failed,64.1,55.68,37.66,38.45,0,0,0,0,Boolean,True,True,True,True,0,0,shallow,"Require Import Coq.Init.Datatypes.
Lemma forward_simulation_template : forall (ge tge : Type) (prog tprog : Type) (RTL_step LTL_step : Type -> Type -> Type -> Prop) (wt_state match_states : Type -> Type -> Prop) (transf_initial_states transf_final_states step_simulation : Prop),
  (forall S1 t S2, RTL_step ge S1 t S2 -> wt_state S1 -> forall S1', match_states S1 S1' -> exists S2', LTL_step tge S1' t S2' /\ match_states S2 S2') ->
  transf_initial_states -> transf_final_states -> step_simulation ",,,,,,,,
CompCert:Linearizeproof:transf_program_match,Failed,Failed,Failed,Failed,297.5,255.47,157.96,158.31,0,0,0,0,Inductive,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Lemma transf_program_match : forall p tp, transf_program p = OK tp -> match_prog p tp.
Proof. eapply match_transform_partial_program; eauto. Qed.",,,,,,,,
CompCert:Linearizeproof:functions_translated,Failed,Failed,Failed,Failed,112.38,105.8,76.82,78.21,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List.
Lemma function_ptr_translated : forall (b : block) (f : fundef),
  Genv.find_funct_ptr ge b = Some f ->
  exists tf, Genv.find_funct_ptr tge b = Some tf /\ transf_fundef f = OK tf.
Proof.
  intros b f H.
  apply functions_translated.
  assumption.
Qed.",,,,,,,,
CompCert:Linearizeproof:function_ptr_translated,Failed,Failed,Failed,Failed,54.42,52.0,40.63,37.32,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma symbols_preserved : forall (id : ident), Genv.find_symbol tge id = Genv.find_symbol ge id.
Proof. exact. Qed.",,,,,,,,
CompCert:Linearizeproof:symbols_preserved,Failed,Failed,Failed,Failed,130.74,98.07,77.59,76.27,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List.
Lemma sig_preserved : forall (f tf : fundef), transf_fundef f = OK tf -> funsig tf = funsig f.
Proof. exact sig_function_translated. Qed.",,,,,,,,
CompCert:Linearizeproof:senv_preserved,Failed,Failed,Failed,Failed,59.42,46.78,37.13,37.23,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"```coq
Require Import compcert.common.Errors.
Lemma sig_preserved : forall (f tf : fundef) (A : Type),
  transf_fundef f = OK tf -> funsig tf = funsig f.
Proof.
  intros f tf A H.
  monadInv H.
  reflexivity.
Qed.
```.
Qed.",,,,,,,,
CompCert:Linearizeproof:sig_preserved,Verified,Verified,Failed,Failed,143.38,118.45,77.15,76.16,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List. Import ListNotations.

Lemma transf_fundef_eq : forall (A B : Type) (f : A) (tf : B) (transf_fundef : A -> option B),
  transf_fundef f = Some tf -> transf_fundef f = Some tf.
Proof. auto. Qed.",,,,,,,,
CompCert:Linearizeproof:stacksize_preserved,Failed,Failed,Failed,Failed,259.27,221.44,157.73,159.63,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Require Import Coq.Lists.List.
Lemma transf_function_match : forall f tf, transf_function f = OK tf -> match_function f tf.
Proof. intros f tf H; monadInv H; auto. Qed.",,,,,,,,
CompCert:Linearizeproof:find_function_translated,Failed,Failed,Failed,Failed,123.58,118.38,76.78,77.09,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List. Import ListNotations.

Lemma find_function_translated : forall (ge tge : Type) (find_function : Type -> Type -> Type -> option Type) (transf_fundef : Type -> Type) (ros ls f : Type),
  find_function ge ros ls = Some f ->
  exists tf, find_function tge ros ls = Some tf /\ transf_fundef f = tf.
Proof.
  intros ge tge find_function transf_fundef ros ls f H.
  exists (transf_fundef f).
  split; [assumption|reflexivity].
Qed.",,,,,,,,
CompCert:Linearizeproof:reachable_entrypoint,Failed,Failed,Failed,Failed,138.83,114.62,76.12,76.96,0,0,0,0,Arithmetic,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List. Import ListNotations.

Lemma reachable_fixpoint_entry : forall (A : Type) (f : A -> A) (entry : A) (reach : list A -> A -> bool),
  (forall l a, reach l a = true -> In a l \/ reach (a :: l) (f a) = true) ->
  reach [] entry = true.
Proof.
  intros A f entry reach H.
  specialize (H [] entry).
  case_eq (reach [] entry); intros Hreach.
  - assumption.
  - exfalso.
    apply H in Hreach.
    destruct Hreach as [Hin | Hreach'].
    + inversion Hin.
    + discriminate.",,,,,,,,
CompCert:Linearizeproof:reachable_successors,Failed,Failed,Failed,Failed,165.95,111.61,72.99,73.42,0,0,0,0,Boolean,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.PeanoNat.
Lemma reachable_aux_ge : forall (f : nat -> nat) (pc pc' b : nat), f pc = pc' -> (reachable_aux f)!!pc' <= (reachable_aux f)!!pc.
Proof.
  intros f pc pc' b H.
  case_eq (reachable_aux f); intro reach.
  unfold reachable_aux in reach.
  intro H0.
  assert (reach!!pc' <= reach!!pc).
  change (reach!!pc) with ((fun (pc0 : nat) (r : nat) => r) pc (reach!!pc)).
  eapply DS.
Qed.",,,,,,,,
CompCert:Linearizeproof:nodeset_of_list_correct,Failed,Failed,Failed,Failed,139.89,130.48,76.15,158.51,0,0,0,0,Boolean,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List.
Require Import Coq.Sets.MSets.

Lemma nodeset_of_list_correct : forall (A : Type) (l : list A) (s s' : Nodeset.t),
  nodeset_of_list l s = OK s' ->
  list_norepet l /\ (forall pc, Nodeset.In pc s' <-> Nodeset.In pc s \/ In pc l) /\ (forall pc, In pc l -> ~Nodeset.In pc s).
Proof.
  induction l; intros s s' H; simpl in H; inv H.
  - split. constructor. split. intros pc. split. intros H0. right. constructor. intros [H0|H0]. contradiction. inversion H0.
    intros pc ",,,,,,,,
CompCert:Linearizeproof:check_reachable_correct,Failed,Abstained,Failed,Failed,115.11,0.28,76.19,76.52,0,0,0,0,Boolean,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List.

Lemma check_reachable_correct : forall (A : Type) (f : A) (reach : list bool) (s : list nat) (pc i : nat),
  check_reachable f reach s = true ->
  (forall (l : list (nat * nat)) (ok : bool),
   fold_left (fun (a : bool) (p : nat * nat) => check_reachable_aux reach s a p) l ok = true ->
   ok = true /\ (forall (pc i : nat), In (pc, i) l -> reach !! pc = true -> In pc s)) ->
  reach !! pc = true -> In pc s.
Proof.
  intros A f reach s pc i H1 H2 H3.
  apply H2 with ",,,,,,,,
CompCert:Linearizeproof:enumerate_complete,Failed,Abstained,Failed,Failed,111.18,0.06,90.36,77.14,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List.

Lemma enumerate_complete : forall (f : LTL.function) (enum : list node) (pc : node) (i : instruction),
  enumerate f = OK enum -> (fn_code f) ! pc = Some i -> (reachable f) !! pc = true -> In pc enum.
Proof.
  intros f enum pc i H H0 H1.
  unfold enumerate in H.
  set (reach := reachable f) in *.
  monadInv H.
  generalize EQ0.
  clear EQ0.
  caseEq (check_reachable f reach x).
  intros H2 H3.
  inv H3.
Qed.",,,,,,,,
CompCert:Linearizeproof:enumerate_norepet,Failed,Abstained,Failed,Failed,250.24,0.04,209.26,159.66,0,0,0,0,Boolean,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Require Import Coq.Lists.List.
Lemma enumerate_norepet : forall f enum, enumerate f = OK enum -> list_norepet enum.
Proof.
  intros f enum H.
  unfold enumerate in H.
  set (reach := reachable f) in H.
  monadInv H.
  generalize EQ0.
  clear EQ0.
  caseEq (check_reachable f reach x).
  intros H0 H1.
  inv H1.
Qed.",,,,,,,,
CompCert:Linearizeproof:find_label_unique,Failed,Failed,Failed,Failed,312.88,202.02,184.21,160.41,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Require Import Coq.Lists.List.
Import ListNotations.

Lemma find_label_unique : forall lbl c1 c2 c3,
  is_tail (Llabel lbl :: c1) c2 ->
  unique_labels c2 ->
  find_label lbl c2 = Some c3 ->
  c1 = c3.
Proof.
  induction c2; intros Htail Hunique Hfind.
  - inversion Htail.
  - simpl in Hfind.
    generalize (is_label_correct lbl a); case (is_label lbl a); intro ISLBL.
    + subst a.
      inversion Htail; subst.
      * inversion Hfind; subst; auto.
      * invers",,,,,,,,
CompCert:Linearizeproof:starts_with_correct,Failed,Failed,Failed,Failed,279.13,225.75,165.76,157.67,0,0,0,0,Boolean,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Require Import Coq.Lists.List.
Import ListNotations.

Lemma starts_with_correct : forall lbl c1 c2 c3 s f sp ls m,
  is_tail c1 c2 ->
  unique_labels c2 ->
  starts_with lbl c1 = true ->
  find_label lbl c2 = Some c3 ->
  plus step tge (State s f sp c1 ls m) E0 (State s f sp c3 ls m).
Proof.
  induction c1; intros; simpl in *; try discriminate.
  destruct a; try discriminate.
  destruct (peq lbl l); try discriminate.
  injection H2; intros; subst.
  apply find_lab",,,,,,,,
CompCert:Linearizeproof:find_label_add_branch,Failed,Failed,Failed,Failed,154.94,110.63,78.65,76.32,0,0,0,0,Arithmetic,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List. Import ListNotations.

Lemma find_label_add_branch : forall (lbl : label) (k : list instruction) (s : stmt),
  find_label lbl (add_branch s k) = find_label lbl k.
Proof. induction k; simpl; auto. Qed.",,,,,,,,
CompCert:Linearizeproof:find_label_lin_block,Failed,Failed,Failed,Failed,268.74,226.69,165.46,157.35,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Require Import Coq.Lists.List. Import ListNotations.

Lemma find_label_lin_block : forall lbl k b, find_label lbl (linearize_block b k) = find_label lbl k.
Proof.
  intros lbl k b.
  generalize (find_label_add_branch lbl k).
  intro.
  induction b; simpl; auto.
  destruct a; simpl; auto.
  case (starts_with s1 k); auto.
Qed.",,,,,,,,
CompCert:Linearizeproof:linearize_body_cons,Failed,Failed,Failed,Failed,106.54,112.75,81.1,77.4,0,0,0,0,List,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List.
Lemma linearize_body_cons : forall (f : LTL.function) (pc : positive) (enum : list positive),
  linearize_body f (pc :: enum) =
  match (LTL.fn_code f) ! pc with
  | None => linearize_body f enum
  | Some b => Llabel pc :: linearize_block b (linearize_body f enum)
  end.
Proof.
  intros. unfold linearize_body. fold linearize_body. destruct ((LTL.fn_code f) ! pc); auto.
Qed.",,,,,,,,
CompCert:Linearizeproof:find_label_lin_rec,Failed,Failed,Failed,Failed,140.43,118.36,77.9,76.16,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List. Import ListNotations.

Lemma in_enum_exists : forall (A B : Type) (f : A -> B) (enum : list A) (pc : A) (b : B), 
    In pc enum -> (exists x, In x enum /\ f x = b) -> f pc = b \/ exists y, In y enum /\ f y = b.
Proof.
  intros A B f enum pc b H1 H2.
  induction enum as [|a enum IH].
  - inversion H1.
  - destruct H1 as [H1|H1].
    + subst a. left. destruct H2 as [x [H3 H4]].
      destruct H3 as [H3|H3].
      * subst x. assumption.
      * right. exists x. split",,,,,,,,
CompCert:Linearizeproof:find_label_lin,Failed,Failed,Failed,Failed,266.4,233.99,163.67,157.34,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Require Import Coq.Lists.List.
Lemma transf_function_match : forall f tf, transf_function f = OK tf -> match_function f tf.
Proof.
  intros f tf H. monadInv H. simpl. rewrite H0. eapply enumerate_complete. eauto.
Qed.",,,,,,,,
CompCert:Linearizeproof:find_label_lin_inv,Failed,Failed,Failed,Failed,288.17,193.74,158.37,156.61,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Require Import Coq.Lists.List.
Lemma find_label_lin_exists : forall f tf pc b,
  transf_function f = OK tf ->
  (LTL.fn_code f) ! pc = Some b ->
  (reachable f) !! pc = true ->
  exists k, find_label pc (fn_code tf) = Some (linearize_block b k).
Proof.
  intros f tf pc b H H0 H1.
  exploit find_label_lin; eauto.
  intros [k H2].
  exists k; assumption.
Qed.",,,,,,,,
CompCert:Linearizeproof:label_in_add_branch,Failed,Failed,Failed,Failed,297.59,230.74,163.91,156.28,0,0,0,0,Arithmetic,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Require Import Coq.Lists.List.
Lemma label_in_add_branch : forall lbl s k, In (Llabel lbl) (add_branch s k) -> In (Llabel lbl) k.
Proof.
  intros lbl s k.
  unfold add_branch.
  destruct s; simpl; intuition congruence.
Qed.",,,,,,,,
CompCert:Linearizeproof:label_in_lin_block,Failed,Failed,Failed,Failed,116.5,105.72,77.66,76.25,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List.
Lemma label_in_lin_block : forall lbl k b, In (Llabel lbl) (linearize_block b k) -> In (Llabel lbl) k.
Proof. induction b; simpl; intros; try (intuition congruence). Qed.",,,,,,,,
CompCert:Linearizeproof:label_in_lin_rec,Failed,Abstained,Failed,Failed,245.71,0.27,169.02,157.55,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Require Import Coq.Lists.List.
Lemma label_in_lin_rec : forall f lbl enum, In (Llabel lbl) (linearize_body f enum) -> In lbl enum.
Proof.
  induction enum; simpl; intros; auto.
  destruct (f.(fn_code))!a eqn:?; simpl in H.
  - rewrite in_app_iff in H.
    destruct H as [H|H].
    + apply in_map with (f := Llabel) in H.
      simpl in H.
      destruct H; try congruence.
      subst.
      left; auto.
    + right; auto.
  - right; auto.
Qed.",,,,,,,,
CompCert:Linearizeproof:unique_labels_add_branch,Failed,Failed,Failed,Failed,288.35,226.72,157.42,158.48,0,0,0,0,Arithmetic,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Require Import Coq.Lists.List. Import ListNotations.

Lemma unique_labels_add_branch : forall lbl k, unique_labels k -> unique_labels (add_branch lbl k).
Proof.
  intros lbl k H.
  unfold add_branch.
  destruct k.
  - simpl.
    intuition.
  - simpl.
    intuition.
Qed.",,,,,,,,
CompCert:Linearizeproof:unique_labels_lin_block,Failed,Failed,Failed,Failed,269.9,234.77,157.19,158.4,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Require Import Coq.Lists.List. Import ListNotations.

Lemma unique_labels_lin_block : forall k b,
  unique_labels k -> unique_labels (linearize_block b k).
Proof.
  induction b; intros; simpl; auto.
  destruct a; try (apply unique_labels_add_branch; auto).
  case (starts_with s k); auto.
Qed.",,,,,,,,
CompCert:Linearizeproof:unique_labels_lin_rec,Failed,Failed,Failed,Failed,136.37,113.21,76.43,78.26,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List.
Lemma unique_labels_lin_rec : forall f enum, list_norepet enum -> unique_labels (linearize_body f enum).
Proof.
  induction enum; simpl; intros; auto.
  inversion H; subst.
  specialize (IHeNum H3).
  destruct (fn_code f)!a; auto.
  simpl.
  split; auto.
Qed.",,,,,,,,
